COMMUNITY,TYPE,LATITUDE,LONGITUDE,HA_CODE,HA_ID,HA_NAME,HSDA_CODE,HSDA_ID,HSDA_NAME,LHA_CODE,LHA_ID,LHA_NAME,LHA18_CODE,LHA18_ID,LHA18_NAME
RUBY CREEK,LOC,49.3667,-121.6167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
RUMBLE BEACH,COM,50.4333,-127.4833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
RUSKIN,COM,49.2,-122.4333,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
RUTLAND,COM,49.9,-119.3833,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
RYDER LAKE,NEI,49.1,-121.8833,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
RYKERTS,LOC,49,-116.5,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
SAANICH,DM,48.55,-123.3667,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA98,98,Victoria Aggregate,LHA499,499,Victoria Aggregate
SAANICHTON,COM,48.6,-123.4167,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA63,63,Saanich,LHA413,413,Saanich Peninsula
SAHALI,COM,50.65,-120.3333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SAHARA HEIGHTS,COM,49.25,-124.7833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
SAHTLAM,COM,48.7667,-123.8,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
SALMO,VIL,49.2,-117.2667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
SALMON ARM,DM,50.7,-119.2667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SALMON VALLEY,COM,54.0833,-122.7,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
SALTAIR,COM,48.95,-123.7667,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA67,67,Ladysmith,LHA423,423,Cowichan Valley North
SALTERY BAY,COM,49.7833,-124.1833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
SALTSPRING ISLAND,ISL,48.75,-123.4833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
SAN JOSEF,ABL,50.6667,-128.0833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SANCA,LOC,49.3833,-116.7333,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
SANDSPIT,COM,53.25,-131.8167,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
SANDWICK,COM,49.7,-124.9833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
SANDY COVE,NEI,49.35,-123.2333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
SAPPERTON,NEI,49.23,-122.8833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA40,40,New Westminster,LHA221,221,New Westminster
SARATOGA BEACH,COM,49.8667,-125.1167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
SARDIS,COM,49.1333,-121.95,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
SARITA,LAN,48.8833,-125.0333,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
SASEENOS,COM,48.3833,-123.6667,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
SATURNA ISLAND,ISL,48.7833,-123.15,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
SAVARY ISLAND,ISL,49.9333,-124.8167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
SAVONA,COM,50.75,-120.8333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SAVORY,RWY,54.1,-125.1667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
SAYWARD,VIL,50.3833,-125.9667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
SCOTCH CREEK,COM,50.9,-119.45,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SCOTT COVE,LOC,50.7667,-126.4583,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SEABIRD ISLAND,IR,49.2667,-121.7167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
SEAFAIR,NEI,49.15,-123.1833,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
SEAFORD,LOC,50.0833,-124.9,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
SECHELT,DM,49.4667,-123.7667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
SECRET COVE,COM,49.5333,-123.95,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
SELMA PARK,COM,49.4667,-123.7333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
SENTINEL HILL,NEI,49.3361,-123.1375,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
SETON PORTAGE,COM,50.7,-122.2833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA29,29,Lillooet,LHA147,147,Lillooet
SEVENOAKS,NEI,48.4667,-123.3833,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
SEWALL,LOC,53.7667,-132.3,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
SEWELL INLET,COM,52.8833,-131.9833,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
SEYMOUR ARM,COM,51.2333,-118.95,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SEYMOUR HEIGHTS,NEI,49.325,-123,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
SHADY VALLEY,COM,53.9667,-122.7167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
SHALALTH,COM,50.7333,-122.2167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA29,29,Lillooet,LHA147,147,Lillooet
SHAUGHNESSY,NEI,49.25,-123.1333,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA164,164,Westside,LHA324,324,Vancouver - Westside
SHAWNIGAN LAKE,COM,48.6578,-123.6264,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
SHEARWATER,LOC,52.1472,-128.0903,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
SHELLEY,COM,54,-122.6167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
SHELTER BAY,LAN,50.6333,-117.9333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA19,19,Revelstoke,LHA141,141,Revelstoke
SHELTER POINT,COM,49.9333,-125.1833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
SHERATON,COM,54.1667,-125.4667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
SHERIDAN LAKE,LOC,51.5306,-120.8819,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
SHIRLEY,LOC,48.3833,-123.9,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
SHOAL BAY,RES,50.45,-125.3667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
SHOREACRES,COM,49.4167,-117.5333,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
SHUSHARTIE,LOC,50.8542,-127.8542,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SHUSWAP,COM,50.7833,-119.7,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SHUSWAP FALLS,LOC,50.3,-118.8167,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
SHUTTY BENCH,COM,49.9667,-116.9167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA6,6,Kootenay Lake,LHA121,121,Kootenay Lake
SICAMOUS,DM,50.8333,-118.9833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SIDNEY,TWN,48.65,-123.4,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA63,63,Saanich,LHA413,413,Saanich Peninsula
SIK-E-DAKH,VIL,55.3,-127.6833,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
SILVER CREEK,COM,49.3667,-121.45,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
SILVER LAKE,RWY,57.4667,-121.2333,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
SILVER RIVER,LOC,49.5667,-121.8167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA76,76,Agassiz-Harrison,LHA215,215,Agassiz/Harrison
SILVER STAR,REC,50.3572,-119.0594,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
SILVER VALLEY,COM,49.2667,-122.5667,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
SILVERHILL,COM,49.1833,-122.3833,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
SILVERTON,VIL,49.9528,-117.3583,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
SIMOOM SOUND,PO,50.7528,-126.4931,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SINCLAIR MILLS,COM,54.0167,-121.6833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
SIRDAR,COM,49.2333,-116.6167,HA1,1,Interior,HSDA11,11,East Kootenay,LHA5,5,Creston,LHA115,115,Creston
SISKA FLAT,IR,50.15,-121.5667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
SIX MILE POINT,COM,50.7667,-119.0167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SKEENA CROSSING,LOC,55.0986,-127.8111,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
SKEETCHESTN,IR,50.8056,-120.9583,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SKIDEGATE,COM,53.2667,-131.9903,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
SKOOKUMCHUCK,LOC,49.9167,-115.7333,HA1,1,Interior,HSDA11,11,East Kootenay,LHA3,3,Kimberley,LHA113,113,Kimberley
SKUPPAH,IR,50.2,-121.5833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
SLESSE PARK,COM,49.0833,-121.8167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
SLIAMMON,COM,49.9,-124.6,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
SLOCAN,VIL,49.7667,-117.4667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
SLOCAN PARK,COM,49.5167,-117.6167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
SMITHERS,TWN,54.7806,-127.1708,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
SMITHERS LANDING,LAN,55.05,-126.5,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
SNUG COVE,LAN,49.3833,-123.3333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
SOAMES POINT,LOC,49.4167,-123.4833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
SODA CREEK,COM,52.35,-122.2833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
SOINTULA,COM,50.6333,-127.0167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SOLSQUA,COM,50.8667,-118.95,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SOMENOS,COM,48.8167,-123.7333,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
SONORA ISLAND,ISL,50.3667,-125.25,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
SOOKE,DM,48.375,-123.725,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA62,62,Sooke,LHA412,412,Western Communities
SORRENTO,COM,50.8833,-119.4667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SOUTH CAMBIE,NEI,49.25,-123.1167,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA165,165,Midtown,LHA325,325,Vancouver - Midtown
SOUTH CANOE,COM,50.7,-119.2167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SOUTH DAWSON,COM,55.7333,-120.35,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
SOUTH FORT GEORGE,COM,53.9,-122.75,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
SOUTH HAZELTON,COM,55.2333,-127.6667,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
SOUTH LAKESIDE,COM,52.1083,-122.0972,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
SOUTH POPLAR,NEI,49.0167,-122.3167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
SOUTH SHALALTH,COM,50.7167,-122.25,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA29,29,Lillooet,LHA147,147,Lillooet
SOUTH SLOCAN,COM,49.4667,-117.5167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
SOUTH SLOPE,NEI,49.2167,-123,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
SOUTH SUMAS,NEI,49.1167,-122,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
SOUTH SURREY,URB,49.05,-122.7917,HA2,2,Fraser,HSDA23,23,Fraser South,LHA202,202,South Surrey/White Rock,LHA234,234,South Surrey/White Rock
SOUTH TAYLOR,COM,56.1,-120.6333,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
SOUTH WELLINGTON,COM,49.1,-123.8833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
SOUTHARM,NEI,49.1333,-123.1,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
SOUTHBANK,COM,54.0167,-125.7667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
SPALLUMCHEEN,DM,50.4333,-119.2167,HA1,1,Interior,HSDA13,13,Okanagan,LHA21,21,Armstrong-Spallumcheen,LHA135,135,Armstrong/Spallumcheen
SPARWOOD,DM,49.7167,-114.9,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
SPENCES BRIDGE,COM,50.4167,-121.35,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
SPETCH,RES,50.3667,-122.7167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
SPILLIMACHEEN,COM,50.9,-116.3667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA4,4,Windermere,LHA114,114,Windermere
SPOKIN LAKE,LAK,52.1667,-121.7667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
SPRINGHOUSE,COM,51.9667,-122.1333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
SPROAT LAKE,COM,49.2833,-124.9167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
SPUZZUM,LOC,49.6889,-121.4125,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
SQUAMISH,DM,49.75,-123.1333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
SQUILAX,COM,50.8736,-119.6111,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SQUIRREL COVE,LOC,50.1167,-124.9167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
ST EUGENE MISSION,COM,49.5833,-115.75,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
ST IVES,COM,50.9833,-119.1,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
ST JOSEPH MISSION,COM,52.0667,-121.95,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
STARKS,RWY,49.1167,-123.9167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
STAVE FALLS,COM,49.2167,-122.35,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
STEELHEAD,COM,49.2333,-122.3167,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
STEEP ISLAND,ISL,50.0833,-125.25,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
STELLAKO,COM,54.0667,-124.9,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
STEVESTON,COM,49.1333,-123.1833,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
STEWARDSON INLET,LOC,49.4167,-126.3167,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
STEWART,DM,55.9333,-129.9833,HA5,5,Northern,HSDA51,51,Northwest,LHA51,51,Snow Country,LHA511,511,Snow Country
STILLWATER,COM,49.7667,-124.3,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
STOCKETT,RWY,49.1333,-123.9333,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
STONE,IR,51.9,-123.1333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
STONER,COM,53.6333,-122.65,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
STORIES BEACH,COM,49.9194,-125.1861,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
STRACHAN CREEK,LOC,49.4167,-123.2333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
STRAITON,COM,49.0833,-122.2,HA2,2,Fraser,HSDA21,21,Fraser East,LHA34,34,Abbotsford,LHA213,213,Abbotsford
STRATHCONA,COM,49.2833,-123.0833,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA162,162,Downtown Eastside,LHA322,322,Vancouver - Centre North
STRATHNAVER,COM,53.2833,-122.4917,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
STRAWBERRY HILL,NEI,49.1333,-122.8833,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
STRAWBERRY VALE,NEI,48.4667,-123.4167,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
STREATHAM,LOC,53.8333,-126.25,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
STUART ISLAND,LOC,50.3667,-125.1333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
STUIE,COM,52.3667,-126.0667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA49,49,Bella Coola Valley,LHA336,336,Bella Coola Valley
STUMP LAKE,COM,50.3833,-120.3333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA31,31,Merritt,LHA149,149,Merritt
STURDIES BAY,COM,48.8792,-123.3194,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
SUGARCANE,COM,52.1,-121.9833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
SULLIVAN,NEI,49.1167,-122.8,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
SULLIVAN BAY,LOC,50.8833,-126.8167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SULLIVAN HEIGHTS,NEI,49.25,-122.9,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
SUMMERLAND,DM,49.6,-119.6667,HA1,1,Interior,HSDA13,13,Okanagan,LHA77,77,Summerland,LHA138,138,Summerland
SUMMIT LAKE,COM,54.25,-122.6333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
SUN PEAKS,REC,50.8778,-119.9086,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
SUN VALLEY,NEI,49.2833,-122.7333,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
SUNCREST,NEI,49.2167,-123.0167,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
SUNNINGDALE,COM,49.125,-117.725,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
SUNNYBRAE,COM,50.7667,-119.2667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SUNNYSIDE,COM,54.65,-124.7333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
SUNRISE VALLEY,LOC,55.8667,-120.6667,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
SUNSET,NEI,49.2167,-123.0833,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA166,166,South Vancouver,LHA326,326,Vancouver - South
SUNSET BEACH,COM,49.4,-123.25,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
SUNSET PRAIRIE,COM,55.85,-120.7667,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
