COMMUNITY,TYPE,LATITUDE,LONGITUDE,HA_CODE,HA_ID,HA_NAME,HSDA_CODE,HSDA_ID,HSDA_NAME,LHA_CODE,LHA_ID,LHA_NAME,LHA18_CODE,LHA18_ID,LHA18_NAME
SUNSHINE BAY,COM,49.6,-117,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
SUNSHINE HILLS,NEI,49.1167,-122.9,HA2,2,Fraser,HSDA23,23,Fraser South,LHA37,37,Delta,LHA232,232,Delta
SUNSHINE VALLEY,COM,49.2667,-121.2333,HA2,2,Fraser,HSDA21,21,Fraser East,LHA32,32,Hope,LHA211,211,Hope
SURF INLET,RES,53.0333,-128.9,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
SURGE NARROWS,LOC,50.2333,-125.1167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
SURREY,CTY,49.1167,-122.75,HA2,2,Fraser,HSDA23,23,Fraser South,LHA36,36,Surrey Aggregate,LHA299,299,Surrey Aggregate
SURREY CENTRE,URB,49.1167,-122.75,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
SWANSEA,RWY,49.4167,-115.85,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
SWANSEA POINT,COM,50.7668,-119.0094,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
SWANSON ISLAND,ISL,50.6167,-126.7,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
SWARTZ BAY,LAN,48.6833,-123.4167,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA63,63,Saanich,LHA413,413,Saanich Peninsula
SWINDLE ISLAND,ISL,52.5333,-128.5833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
SYRINGA CREEK,RES,49.35,-117.8667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
TA TA CREEK,COM,49.7833,-115.7833,HA1,1,Interior,HSDA11,11,East Kootenay,LHA3,3,Kimberley,LHA113,113,Kimberley
TACHIE,COM,54.65,-124.75,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
TADANAC,COM,49.1167,-117.7167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
TAGHUM,COM,49.4833,-117.3833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
TAHLTAN,LOC,58.0167,-131,HA5,5,Northern,HSDA51,51,Northwest,LHA87,87,Stikine,LHA516,516,Stikine
TAHSIS,VIL,49.9167,-126.6667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA84,84,Vancouver Island West,LHA433,433,Vancouver Island West
TAKLA LANDING,LOC,55.4833,-125.9667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
TAKYSIE LAKE,LOC,53.8833,-125.8667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
TAMARISK,COM,50.1,-123.0167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
TAPPEN,COM,50.7833,-119.3333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
TARRYS,COM,49.3833,-117.55,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
TASU,ABL,52.7667,-132.0333,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
TATALROSE,LOC,53.9833,-125.9833,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
TATLA LAKE,LOC,51.9,-124.6,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
TATLAYOKO LAKE,LOC,51.7167,-124.4333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
TAYLOR,DM,56.1583,-120.6889,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
TCHESINKUT LAKE,COM,54.0833,-125.7333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
TELEGRAPH COVE,LOC,50.55,-126.8333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
TELEGRAPH CREEK,COM,57.9,-131.1667,HA5,5,Northern,HSDA51,51,Northwest,LHA94,94,Telegraph Creek,LHA519,519,Telegraph Creek
TELKWA,VIL,54.6972,-127.05,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
TEN MILE LAKE,COM,53.0833,-122.4333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
TERRACE,CTY,54.5167,-128.6,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
TETE JAUNE CACHE,COM,52.9667,-119.4292,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
TEXADA ISLAND,ISL,49.6667,-124.4,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
THETIS ISLAND,COM,48.9833,-123.6833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA67,67,Ladysmith,LHA423,423,Cowichan Valley North
THOMPSON,NEI,49.1667,-123.1667,HA3,3,Vancouver Coastal,HSDA31,31,Richmond,LHA38,38,Richmond,LHA311,311,Richmond
THOMPSON SOUND,LOC,50.8,-126.0167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
THORNHILL,COM,54.5167,-128.5333,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
THREE VALLEY,RWY,50.9333,-118.4667,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
THRUMS,COM,49.3333,-117.5833,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA9,9,Castlegar,LHA123,123,Castlegar
THURLOW,LOC,50.45,-125.3667,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
THURSTON BAY,RES,50.3833,-125.3167,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
TILLICUM,NEI,48.45,-123.4,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
TINTAGEL,COM,54.2,-125.6,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
TISDALL,RWY,50.2833,-122.8667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
TLELL,COM,53.5667,-131.9333,HA5,5,Northern,HSDA51,51,Northwest,LHA50,50,Queen Charlotte,LHA510,510,Haida Gwaii
TOAD RIVER,LOC,58.85,-125.2333,HA5,5,Northern,HSDA53,53,Northeast,LHA81,81,Fort Nelson,LHA533,533,Fort Nelson
TOBA INLET,LOC,50.4839,-124.3886,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
TOBIANO,REC,50.7394,-120.6992,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
TOFINO,DM,49.1167,-125.8833,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
TOMSLAKE,LOC,55.55,-120.0833,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
TOOSEY,IR,51.9194,-122.4833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
TOPLEY,COM,54.5,-126.3,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
TOPLEY LANDING,COM,54.8,-126.1333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
TRADERS COVE,NEI,49.9333,-119.5,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
TRAIL,CTY,49.1,-117.7,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
TRANQUILLE,COM,50.7167,-120.5167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
TREPANIER,COM,49.7833,-119.7,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
TRINITY VALLEY,COM,50.4,-118.9167,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
TROUT CREEK,COM,49.5667,-119.7,HA1,1,Interior,HSDA13,13,Okanagan,LHA77,77,Summerland,LHA138,138,Summerland
TROUT LAKE,COM,50.6472,-117.5389,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA10,10,Arrow Lakes,LHA124,124,Arrow Lakes
TRUTCH,LOC,57.7333,-122.95,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
TSAWWASSEN,COM,49.0167,-123.0833,HA2,2,Fraser,HSDA23,23,Fraser South,LHA37,37,Delta,LHA232,232,Delta
TSAY KEH DENE,LOC,56.8833,-124.9667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
TSULQUATE,IR,50.7333,-127.5,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island West,LHA434,434,Vancouver Island North
TULAMEEN,COM,49.5458,-120.7583,HA1,1,Interior,HSDA13,13,Okanagan,LHA17,17,Princeton,LHA134,134,Princeton
TUMBLER RIDGE,DM,55.1333,-121,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
TUNNEL,RES,49.8833,-123.1833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
TUPPER,LOC,55.5,-120.0333,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River South,LHA531,531,Peace River South
TURTLE VALLEY,COM,50.8167,-119.6,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
TWIN ISLANDS,LAN,49.35,-122.8833,HA2,2,Fraser,HSDA22,22,Fraser North,LHA43,43,Coquitlam,LHA224,224,Tri-Cities
TWO MILE,COM,55.2667,-127.6167,HA5,5,Northern,HSDA51,51,Northwest,LHA53,53,Upper Skeena,LHA513,513,Upper Skeena
TWO RIVERS,COM,56.1833,-120.5333,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
TYEE,RWY,54.2,-129.95,HA5,5,Northern,HSDA51,51,Northwest,LHA52,52,Prince Rupert,LHA512,512,Prince Rupert
TYNEHEAD,NEI,49.1833,-122.7333,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
TZOUHALEM,COM,48.7833,-123.65,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
UCLUELET,DM,48.9333,-125.55,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA70,70,Alberni,LHA426,426,Alberni/Clayoquot
UNCHA LAKE,IR,53.9333,-125.6667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
UNION BAY,COM,49.5833,-124.8833,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
UNIVERSITY HILL,NEI,49.2667,-123.25,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA164,164,Westside,LHA324,324,Vancouver - Westside
UPPER CHINA CREEK,COM,49.2167,-117.7,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
UPPER CUTBANK,LOC,55.5167,-120.4333,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River,LHA531,531,Peace River South
UPPER FRASER,COM,54.1167,-121.9333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
UPPER HALFWAY,COM,56.5181,-122.2333,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
UPPER HAT CREEK,IR,50.8167,-121.5833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
UPPER LYNN,NEI,49.35,-123.025,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
USK,COM,54.6333,-128.4167,HA5,5,Northern,HSDA51,51,Northwest,LHA88,88,Terrace,LHA517,517,Terrace
VALEMOUNT,VIL,52.8333,-119.25,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
VALLEYCLIFFE,COM,49.7,-123.1333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
VALLEYVIEW,COM,50.6667,-120.25,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
VALLICAN,COM,49.5667,-117.65,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
VAN ANDA,COM,49.7583,-124.55,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
VANCOUVER,CTY,49.25,-123.1167,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA39,39,Vancouver Aggregate,LHA399,399,Vancouver Aggregate
VANDERHOOF,DM,54.0167,-124.0167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
VANWAY,COM,53.85,-122.8167,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
VASEUX LAKE,LAK,49.3,-119.5292,HA1,1,Interior,HSDA13,13,Okanagan,LHA14,14,Southern Okanagan,LHA131,131,Southern Okanagan
VAVENBY,COM,51.5833,-119.7167,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA26,26,North Thompson,LHA145,145,North Thompson
VEDDER CROSSING,COM,49.1,-121.9667,HA2,2,Fraser,HSDA21,21,Fraser East,LHA33,33,Chilliwack,LHA212,212,Chilliwack
VERNON,CTY,50.2583,-119.2667,HA1,1,Interior,HSDA13,13,Okanagan,LHA22,22,Vernon,LHA136,136,Vernon
VESUVIUS BAY,RES,48.8833,-123.5667,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
VICTORIA,CTY,48.4333,-123.3667,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA98,98,Victoria Aggregate,LHA499,499,Victoria Aggregate
VICTORIA-FRASERVIEW,NEI,49.2167,-123.0667,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA166,166,South Vancouver,LHA326,326,Vancouver - South
VIEW ROYAL,TWN,48.4583,-123.45,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA61,61,Greater Victoria,LHA411,411,Greater Victoria
VILLAGE BAY,LAN,48.85,-123.3167,HA4,4,Vancouver Island,HSDA41,41,South Vancouver Island,LHA64,64,Gulf Islands,LHA414,414,Southern Gulf Islands
VINSULLA,COM,50.9167,-120.2333,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
WADHAMS,LAN,51.5167,-127.5,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
WAGLISLA,PO,52.1639,-128.1444,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA83,83,Central Coast,LHA337,337,Central Coast
WALDO,COM,49.2,-115.2167,HA1,1,Interior,HSDA11,11,East Kootenay,LHA1,1,Fernie,LHA111,111,Fernie
WALHACHIN,COM,50.75,-120.9833,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA30,30,South Cariboo,LHA148,148,South Cariboo
WALNUT GROVE,NEI,49.1833,-122.65,HA2,2,Fraser,HSDA23,23,Fraser South,LHA35,35,Langley,LHA231,231,Langley
WANETA JUNCTION,COM,49.0833,-117.6167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
WARDNER,COM,49.4167,-115.4167,HA1,1,Interior,HSDA11,11,East Kootenay,LHA2,2,Cranbrook,LHA112,112,Cranbrook
WARE,COM,57.4167,-125.6333,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
WARFIELD,VIL,49.0958,-117.7431,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
WASA,COM,49.7833,-115.7333,HA1,1,Interior,HSDA11,11,East Kootenay,LHA3,3,Kimberley,LHA113,113,Kimberley
WATCH LAKE,LAK,51.4667,-121.1,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA25,25,100 Mile House,LHA144,144,100 Mile House
WATSON ISLAND,RWY,54.2333,-130.3,HA5,5,Northern,HSDA51,51,Northwest,LHA52,52,Prince Rupert,LHA512,512,Prince Rupert
WEBSTERS CORNERS,COM,49.2167,-122.5167,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
WELLINGTON,COM,49.2,-124.0333,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA68,68,Nanaimo,LHA424,424,Greater Nanaimo
WELLS,COM,53.1,-121.5667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
WEST BAY,NEI,49.3333,-123.2,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
WEST BENCH,COM,49.5,-119.6167,HA1,1,Interior,HSDA13,13,Okanagan,LHA15,15,Penticton,LHA132,132,Penticton
WEST END,NEI,49.2833,-123.1333,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA161,161,City Centre,LHA321,321,Vancouver - City Centre
WEST HEIGHTS,NEI,49.1333,-122.3333,HA2,2,Fraser,HSDA21,21,Fraser East,LHA75,75,Mission,LHA214,214,Mission
WEST KELOWNA,DM,49.83,-119.6286,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
WEST LANDING,LOC,55.4667,-126,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
WEST LYNN,NEI,49.3333,-123.0333,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
WEST MIDWAY,COM,49.0167,-118.8167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
WEST POINT GREY,NEI,49.2667,-123.2,HA3,3,Vancouver Coastal,HSDA32,32,Vancouver,LHA164,164,Westside,LHA324,324,Vancouver - Westside
WEST TRAIL,COM,49.0833,-117.7167,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA11,11,Trail,LHA125,125,Trail
WEST VANCOUVER,DM,49.3667,-123.1667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
WESTBANK,COM,49.8333,-119.6333,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
WESTBRIDGE,LOC,49.1667,-118.9667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA13,13,Kettle Valley,LHA127,127,Kettle Valley
WESTHAM ISLAND,ISL,49.0833,-123.15,HA2,2,Fraser,HSDA23,23,Fraser South,LHA37,37,Delta,LHA232,232,Delta
WESTHOLME,COM,48.8667,-123.7,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA65,65,Cowichan,LHA421,421,Cowichan Valley South
WESTMOUNT,COM,49.3333,-123.2167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
WESTRIDGE,COM,49.2833,-122.95,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
WESTSYDE,COM,50.7667,-120.35,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
WESTVIEW,COM,49.8333,-124.5167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
WESTWOLD,COM,50.4667,-119.75,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA24,24,Kamloops,LHA143,143,Kamloops
WHALETOWN,LOC,50.1,-125.05,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA72,72,Campbell River,LHA432,432,Greater Campbell River
WHALLEY,URB,49.1792,-122.8667,HA2,2,Fraser,HSDA23,23,Fraser South,LHA201,201,Surrey,LHA233,233,Surrey
WHISKY CREEK,COM,49.3083,-124.5056,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA69,69,Qualicum,LHA425,425,Oceanside
WHISTLER,COM,50.1167,-122.95,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
WHISTLER CREEK,COM,50.0958,-122.9931,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA48,48,Howe Sound,LHA335,335,Howe Sound
WHITE LAKE,COM,50.8833,-119.3,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA20,20,Salmon Arm,LHA142,142,Salmon Arm
WHITE ROCK,CTY,49.02,-122.8,HA2,2,Fraser,HSDA23,23,Fraser South,LHA202,202,South Surrey/White Rock,LHA234,234,South Surrey/White Rock
WHONNOCK,COM,49.1833,-122.4667,HA2,2,Fraser,HSDA22,22,Fraser North,LHA42,42,Maple Ridge,LHA223,223,Maple Ridge/Pitt Meadows
WHYAC,COM,48.6667,-124.85,HA4,4,Vancouver Island,HSDA42,42,Central Vancouver Island,LHA66,66,Lake Cowichan,LHA422,422,Cowichan Valley West
WHYTECLIFF,NEI,49.3667,-123.2833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA45,45,West Vancouver-Bowen Island,LHA332,332,West Vancouver/Bowen Island
WILDWOOD,COM,49.9,-124.5667,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA47,47,Powell River,LHA334,334,Powell River
WILEY,COM,54.5167,-126.3333,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
WILLIAMS BEACH,COM,49.8333,-125.05,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA71,71,Courtenay,LHA431,431,Comox Valley
WILLIAMS LAKE,CTY,52.1417,-122.1417,HA1,1,Interior,HSDA14,14,Thompson Cariboo Shuswap,LHA27,27,Cariboo-Chilcotin,LHA146,146,Cariboo/Chilcotin
WILLINGDON HEIGHTS,NEI,49.275,-123.0083,HA2,2,Fraser,HSDA22,22,Fraser North,LHA41,41,Burnaby,LHA222,222,Burnaby
WILLOW POINT,COM,49.5667,-117.2333,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
WILLOW RIVER,COM,54.0667,-122.4667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA57,57,Prince George,LHA524,524,Prince George
WILLOW VALLEY,LOC,55.85,-120.8667,HA5,5,Northern,HSDA53,53,Northeast,LHA59,59,Peace River,LHA531,531,Peace River South
WILLOWBROOK,COM,49.2667,-119.5833,HA1,1,Interior,HSDA13,13,Okanagan,LHA14,14,Southern Okanagan,LHA131,131,Southern Okanagan
WILLOWVALE,LOC,54.0333,-124.45,HA5,5,Northern,HSDA52,52,Northern Interior,LHA56,56,Nechako,LHA523,523,Nechako
WILMER,COM,50.5333,-116.0667,HA1,1,Interior,HSDA11,11,East Kootenay,LHA4,4,Windermere,LHA114,114,Windermere
WILSON CREEK,COM,49.45,-123.7167,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA46,46,Sunshine Coast,LHA333,333,Sunshine Coast
WILSON LANDING,LOC,49.9833,-119.5,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
WINDERMERE,COM,50.4667,-115.9833,HA1,1,Interior,HSDA11,11,East Kootenay,LHA4,4,Windermere,LHA114,114,Windermere
WINDSOR PARK,NEI,49.3167,-122.9833,HA3,3,Vancouver Coastal,HSDA33,33,North Shore/Coast Garibaldi,LHA44,44,North Vancouver,LHA331,331,North Vancouver
WINFIELD,COM,50.0333,-119.4,HA1,1,Interior,HSDA13,13,Okanagan,LHA23,23,Central Okanagan,LHA137,137,Central Okanagan
WINGDAM,COM,53.05,-121.9667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA28,28,Quesnel,LHA521,521,Quesnel
WINLAW,COM,49.6167,-117.5667,HA1,1,Interior,HSDA12,12,Kootenay Boundary,LHA7,7,Nelson,LHA122,122,Nelson
WINTER HARBOUR,COM,50.5167,-128.0333,HA4,4,Vancouver Island,HSDA43,43,North Vancouver Island,LHA85,85,Vancouver Island North,LHA434,434,Vancouver Island North
WISTARIA,LOC,53.85,-126.2667,HA5,5,Northern,HSDA52,52,Northern Interior,LHA55,55,Burns Lake,LHA522,522,Burns Lake
WITSET,IR,55.0333,-127.3333,HA5,5,Northern,HSDA51,51,Northwest,LHA54,54,Smithers,LHA514,514,Smithers
WONOWON,COM,56.7333,-121.8,HA5,5,Northern,HSDA53,53,Northeast,LHA60,60,Peace River North,LHA532,532,Peace River North
